event,kind,t,agent,partner,partner_diet,memory_buffer_diet_source_t
18284,conv,304207,1762,629.0,veg,"[[""meat"", 1458, 264306], [""meat"", 271, 268503], [""meat"", 1458, 270775], [""veg"", 974, 274216], [""veg"", 974, 277381], [""meat"", 974, 284792], [""meat"", 271, 287124], [""veg"", 629, 293357], [""veg"", 629, 304207]]"
18285,conv,304214,1755,1816.0,veg,"[[""veg"", 1065, 278712], [""veg"", 1065, 280298], [""veg"", 1816, 280600], [""veg"", 1065, 285252], [""veg"", 1816, 295603], [""veg"", 1065, 296260], [""veg"", 1065, 300181], [""meat"", 1998, 301700], [""veg"", 1816, 304214]]"
18286,rev,304225,1121,,,
18287,conv,304226,1766,255.0,veg,"[[""meat"", 1464, 271754], [""veg"", 347, 273380], [""veg"", 255, 278123], [""veg"", 347, 279607], [""veg"", 69, 281946], [""meat"", 1464, 294647], [""veg"", 255, 295056], [""veg"", 347, 295741], [""veg"", 255, 304226]]"
18288,conv,304227,281,25.0,veg,"[[""meat"", 252, 275168], [""veg"", 92, 277300], [""meat"", 92, 284659], [""veg"", 25, 294802], [""veg"", 924, 298611], [""veg"", 25, 298728], [""veg"", 1770, 300961], [""veg"", 25, 301391], [""veg"", 25, 304227]]"
18289,conv,304228,1973,1211.0,meat,"[[""veg"", 1192, 272803], [""veg"", 1099, 275822], [""veg"", 1211, 277200], [""veg"", 312, 278742], [""veg"", 1099, 279858], [""veg"", 1192, 281094], [""veg"", 1099, 290391], [""veg"", 312, 301281], [""meat"", 1211, 304228]]"
18290,rev,304250,1201,,,
18291,rev,304252,1758,,,
18292,rev,304257,1944,,,
18293,conv,304261,375,76.0,veg,"[[""meat"", 1709, 274328], [""meat"", 1709, 281164], [""veg"", 1607, 282248], [""meat"", 1709, 282371], [""veg"", 1607, 283357], [""veg"", 993, 283762], [""veg"", 1607, 284406], [""veg"", 1555, 285367], [""veg"", 76, 304261]]"
18294,conv,304262,337,234.0,veg,"[[""meat"", 148, 264483], [""veg"", 78, 266000], [""veg"", 366, 268173], [""veg"", 1875, 269260], [""veg"", 771, 285968], [""meat"", 234, 286202], [""veg"", 301, 294224], [""veg"", 301, 303493], [""veg"", 234, 304262]]"
18295,conv,304263,1751,1156.0,veg,"[[""veg"", 261, 252584], [""veg"", 1156, 256254], [""veg"", 1298, 266524], [""veg"", 1156, 272947], [""veg"", 1156, 278523], [""veg"", 1298, 286507], [""veg"", 1156, 296248], [""veg"", 1298, 302458], [""veg"", 1156, 304263]]"
18296,conv,304267,1450,41.0,meat,"[[""meat"", 41, 263161], [""meat"", 41, 266098], [""meat"", 1012, 267445], [""meat"", 41, 275955], [""veg"", 785, 282891], [""meat"", 1012, 292121], [""meat"", 1012, 295865], [""veg"", 1701, 297359], [""meat"", 41, 304267]]"
18297,conv,304281,1797,118.0,veg,"[[""meat"", 118, 284336], [""veg"", 431, 287812], [""veg"", 431, 288269], [""meat"", 830, 291995], [""veg"", 431, 292219], [""veg"", 118, 294554], [""veg"", 118, 295542], [""veg"", 431, 298005], [""veg"", 118, 304281]]"
18298,rev,304290,1538,,,
18299,conv,304291,792,383.0,veg,"[[""veg"", 533, 280975], [""meat"", 661, 290434], [""veg"", 533, 294697], [""veg"", 1949, 295257], [""veg"", 1195, 297084], [""veg"", 1949, 299378], [""veg"", 661, 301546], [""meat"", 383, 301835], [""veg"", 383, 304291]]"
18300,rev,304295,935,,,
18301,rev,304306,1587,,,
18302,conv,304316,175,995.0,veg,"[[""veg"", 736, 258040], [""meat"", 1604, 262886], [""veg"", 189, 264403], [""veg"", 736, 276410], [""veg"", 25, 278702], [""meat"", 632, 287527], [""veg"", 1397, 295042], [""veg"", 1978, 299521], [""veg"", 995, 304316]]"
18303,rev,304318,168,,,
18304,rev,304324,24,,,
18305,conv,304325,306,716.0,veg,"[[""veg"", 1271, 254407], [""veg"", 716, 257986], [""veg"", 453, 260410], [""veg"", 250, 262508], [""veg"", 1196, 273142], [""veg"", 1139, 280437], [""meat"", 243, 282673], [""veg"", 1993, 297269], [""veg"", 716, 304325]]"
18306,conv,304328,628,795.0,veg,"[[""meat"", 1507, 284205], [""veg"", 795, 284372], [""veg"", 639, 290314], [""veg"", 639, 290456], [""meat"", 1507, 294307], [""veg"", 1650, 294845], [""veg"", 626, 296256], [""veg"", 238, 296845], [""veg"", 795, 304328]]"
18307,conv,304329,472,806.0,veg,"[[""veg"", 323, 287827], [""veg"", 806, 288715], [""veg"", 806, 291433], [""meat"", 1763, 293972], [""veg"", 323, 294570], [""meat"", 227, 294575], [""veg"", 1907, 294722], [""veg"", 10, 299986], [""veg"", 806, 304329]]"
18308,conv,304330,814,919.0,veg,"[[""veg"", 919, 282534], [""veg"", 702, 284950], [""veg"", 919, 289719], [""veg"", 170, 291741], [""veg"", 170, 297768], [""veg"", 702, 298249], [""veg"", 702, 299422], [""veg"", 702, 301225], [""veg"", 919, 304330]]"
18309,rev,304354,582,,,
18310,conv,304360,1315,37.0,veg,"[[""veg"", 11, 292441], [""veg"", 1025, 294022], [""veg"", 37, 298586], [""veg"", 919, 298812], [""veg"", 1025, 299612], [""veg"", 4, 301648], [""veg"", 4, 301911], [""veg"", 37, 304098], [""veg"", 37, 304360]]"
18311,rev,304362,394,,,
18312,rev,304371,839,,,
18313,conv,304373,392,3.0,veg,"[[""veg"", 1343, 274944], [""veg"", 51, 277449], [""veg"", 840, 278713], [""veg"", 840, 295436], [""meat"", 3, 297161], [""veg"", 110, 297352], [""veg"", 1343, 298161], [""veg"", 840, 302838], [""veg"", 3, 304373]]"
18314,rev,304378,1727,,,
18315,conv,304381,1187,331.0,meat,"[[""veg"", 561, 278710], [""veg"", 331, 288294], [""meat"", 561, 289672], [""meat"", 561, 290608], [""veg"", 1133, 292481], [""veg"", 331, 295101], [""veg"", 561, 298114], [""veg"", 1133, 300237], [""meat"", 331, 304381]]"
18316,rev,304384,284,,,
18317,rev,304389,46,,,
18318,conv,304391,1139,284.0,meat,"[[""veg"", 658, 268284], [""meat"", 306, 269807], [""veg"", 284, 275093], [""meat"", 284, 276379], [""meat"", 153, 276509], [""meat"", 284, 279589], [""veg"", 153, 283613], [""veg"", 306, 295434], [""meat"", 284, 304391]]"
18319,rev,304394,418,,,
18320,conv,304399,1950,661.0,veg,"[[""veg"", 792, 273174], [""meat"", 661, 273598], [""meat"", 661, 274224], [""veg"", 166, 283444], [""veg"", 166, 286157], [""veg"", 792, 297691], [""veg"", 661, 300709], [""veg"", 1083, 302955], [""veg"", 661, 304399]]"
18321,rev,304406,622,,,
18322,rev,304413,1552,,,
18323,conv,304416,465,1482.0,veg,"[[""veg"", 1, 264481], [""veg"", 1482, 266491], [""veg"", 1600, 266888], [""meat"", 1087, 269194], [""veg"", 30, 282934], [""veg"", 1482, 292196], [""veg"", 906, 302552], [""veg"", 1449, 303157], [""veg"", 1482, 304416]]"
18324,rev,304425,1907,,,
18325,rev,304430,505,,,
18326,conv,304434,1727,610.0,veg,"[[""veg"", 610, 245866], [""veg"", 610, 249426], [""veg"", 1879, 261288], [""veg"", 984, 270469], [""meat"", 1501, 275656], [""veg"", 984, 288142], [""veg"", 610, 290308], [""veg"", 984, 304378], [""veg"", 610, 304434]]"
18327,conv,304453,514,98.0,veg,"[[""veg"", 685, 272395], [""veg"", 664, 273992], [""veg"", 685, 275705], [""meat"", 98, 279467], [""veg"", 98, 286935], [""meat"", 98, 295373], [""veg"", 685, 295743], [""veg"", 685, 303264], [""veg"", 98, 304453]]"
18328,conv,304455,468,1431.0,veg,"[[""meat"", 1285, 242127], [""veg"", 13, 244112], [""veg"", 1, 269608], [""veg"", 1431, 277539], [""meat"", 80, 282845], [""meat"", 1431, 284136], [""veg"", 135, 286542], [""veg"", 13, 290806], [""veg"", 1431, 304455]]"
18329,conv,304463,527,69.0,veg,"[[""veg"", 1360, 268098], [""veg"", 1451, 286233], [""veg"", 1360, 286463], [""veg"", 1451, 289284], [""veg"", 69, 292198], [""veg"", 1451, 297472], [""meat"", 280, 299272], [""veg"", 1, 302407], [""veg"", 69, 304463]]"
18330,conv,304473,1799,1398.0,veg,"[[""veg"", 348, 285104], [""veg"", 348, 286553], [""veg"", 1334, 288187], [""veg"", 348, 292315], [""veg"", 1398, 292961], [""veg"", 348, 296588], [""veg"", 1398, 300801], [""veg"", 1398, 303806], [""veg"", 1398, 304473]]"
18331,conv,304477,1655,54.0,meat,"[[""veg"", 686, 275428], [""veg"", 686, 278926], [""veg"", 633, 281988], [""meat"", 1667, 285702], [""veg"", 686, 288387], [""veg"", 1088, 294222], [""veg"", 633, 296834], [""meat"", 54, 303298], [""meat"", 54, 304477]]"
18332,rev,304479,98,,,
18333,rev,304481,329,,,
18334,conv,304486,745,285.0,veg,"[[""veg"", 428, 265365], [""veg"", 428, 267278], [""veg"", 348, 269997], [""veg"", 285, 273661], [""veg"", 1011, 278640], [""veg"", 1431, 281031], [""veg"", 428, 297510], [""veg"", 285, 299176], [""veg"", 285, 304486]]"
18335,rev,304487,1491,,,
18336,rev,304490,1073,,,
18337,rev,304508,492,,,
18338,rev,304510,1034,,,
18339,rev,304512,603,,,
18340,rev,304518,688,,,
18341,conv,304546,634,75.0,veg,"[[""veg"", 285, 265625], [""veg"", 75, 270624], [""veg"", 646, 284087], [""veg"", 1865, 285612], [""veg"", 1471, 287533], [""veg"", 285, 289789], [""veg"", 75, 291713], [""veg"", 93, 302278], [""veg"", 75, 304546]]"
18342,rev,304547,977,,,
18343,conv,304548,530,116.0,meat,"[[""veg"", 133, 286134], [""meat"", 116, 286399], [""veg"", 103, 290210], [""veg"", 81, 291064], [""veg"", 1543, 296878], [""meat"", 116, 297109], [""veg"", 81, 302787], [""veg"", 1177, 303119], [""meat"", 116, 304548]]"
18344,rev,304551,777,,,
18345,rev,304563,1430,,,
18346,conv,304568,1301,289.0,veg,"[[""veg"", 1788, 271152], [""veg"", 605, 279279], [""veg"", 605, 279932], [""veg"", 605, 286824], [""veg"", 227, 290329], [""veg"", 1788, 296237], [""meat"", 30, 299651], [""veg"", 30, 301039], [""veg"", 289, 304568]]"
18347,conv,304573,935,865.0,veg,"[[""veg"", 865, 265003], [""veg"", 675, 271888], [""veg"", 1372, 275826], [""veg"", 675, 276051], [""veg"", 4, 278445], [""veg"", 1372, 281028], [""meat"", 4, 290302], [""veg"", 4, 304295], [""veg"", 865, 304573]]"
18348,conv,304575,1944,536.0,veg,"[[""meat"", 1952, 278132], [""veg"", 874, 280525], [""veg"", 1182, 285485], [""veg"", 697, 290115], [""veg"", 536, 297754], [""veg"", 1182, 299121], [""veg"", 1182, 303476], [""veg"", 697, 304257], [""veg"", 536, 304575]]"
18349,rev,304582,1291,,,
18350,rev,304587,611,,,
18351,conv,304589,1960,63.0,veg,"[[""veg"", 1715, 288338], [""meat"", 15, 288511], [""veg"", 1859, 290781], [""veg"", 1859, 291901], [""veg"", 15, 295393], [""veg"", 1859, 299358], [""veg"", 1859, 300664], [""veg"", 15, 304179], [""veg"", 63, 304589]]"
18352,conv,304592,622,564.0,veg,"[[""veg"", 564, 262803], [""meat"", 1322, 264760], [""veg"", 174, 271776], [""veg"", 174, 271940], [""veg"", 174, 275486], [""veg"", 564, 286907], [""veg"", 174, 303663], [""veg"", 174, 304406], [""veg"", 564, 304592]]"
18353,conv,304609,572,90.0,veg,"[[""veg"", 691, 251480], [""meat"", 17, 261816], [""veg"", 691, 268336], [""veg"", 691, 273656], [""veg"", 21, 277981], [""meat"", 691, 288002], [""veg"", 1606, 288122], [""veg"", 1606, 303577], [""veg"", 90, 304609]]"
18354,conv,304633,1552,23.0,meat,"[[""veg"", 23, 273897], [""veg"", 436, 274309], [""meat"", 908, 289835], [""meat"", 908, 295240], [""veg"", 73, 296781], [""veg"", 73, 297509], [""veg"", 73, 302638], [""veg"", 73, 304413], [""meat"", 23, 304633]]"
18355,conv,304638,110,1634.0,veg,"[[""veg"", 755, 272790], [""veg"", 1388, 273355], [""veg"", 962, 275518], [""veg"", 83, 283468], [""meat"", 249, 285394], [""veg"", 392, 286280], [""veg"", 1741, 290300], [""veg"", 1634, 300183], [""veg"", 1634, 304638]]"
18356,rev,304643,427,,,
18357,rev,304670,885,,,
18358,rev,304674,596,,,
18359,rev,304692,1369,,,
18360,conv,304693,1502,90.0,veg,"[[""veg"", 852, 250591], [""meat"", 1033, 254560], [""veg"", 1764, 270762], [""veg"", 852, 274668], [""veg"", 852, 286359], [""veg"", 1042, 297258], [""veg"", 1042, 300936], [""meat"", 1033, 303544], [""veg"", 90, 304693]]"
18361,rev,304694,989,,,
18362,rev,304728,1807,,,
18363,conv,304736,405,1392.0,veg,"[[""veg"", 363, 281838], [""veg"", 1030, 282114], [""veg"", 1030, 283018], [""veg"", 1132, 287082], [""veg"", 1392, 295062], [""veg"", 255, 299064], [""veg"", 1392, 299871], [""veg"", 1030, 302754], [""veg"", 1392, 304736]]"
18364,rev,304738,261,,,
18365,conv,304739,800,410.0,meat,"[[""veg"", 6, 267211], [""veg"", 410, 274183], [""veg"", 6, 275987], [""meat"", 410, 286569], [""veg"", 1577, 292855], [""veg"", 2, 297412], [""veg"", 6, 298544], [""veg"", 1577, 303198], [""meat"", 410, 304739]]"
18366,rev,304757,884,,,
18367,rev,304762,873,,,
18368,rev,304765,939,,,
18369,rev,304766,572,,,
18370,conv,304771,1837,133.0,veg,"[[""meat"", 837, 248897], [""veg"", 29, 251026], [""meat"", 837, 257470], [""veg"", 1329, 269357], [""veg"", 1329, 271426], [""veg"", 29, 275048], [""meat"", 133, 289705], [""veg"", 1329, 303253], [""veg"", 133, 304771]]"
18371,rev,304784,861,,,
18372,conv,304785,1071,288.0,meat,"[[""veg"", 5, 280275], [""meat"", 288, 285477], [""meat"", 288, 286229], [""veg"", 5, 286895], [""veg"", 712, 289303], [""veg"", 288, 297196], [""veg"", 712, 298407], [""veg"", 712, 303559], [""meat"", 288, 304785]]"
18373,rev,304791,1761,,,
18374,rev,304795,1596,,,
18375,conv,304813,209,1663.0,veg,"[[""meat"", 89, 273437], [""veg"", 892, 273611], [""veg"", 1225, 274416], [""meat"", 1447, 279245], [""veg"", 432, 279410], [""veg"", 1389, 281850], [""veg"", 706, 282495], [""veg"", 1389, 283688], [""veg"", 1663, 304813]]"
18376,conv,304815,1852,102.0,veg,"[[""veg"", 78, 275431], [""veg"", 102, 278091], [""veg"", 102, 278628], [""veg"", 102, 278674], [""veg"", 78, 286047], [""veg"", 102, 292732], [""veg"", 178, 298524], [""veg"", 102, 301539], [""veg"", 102, 304815]]"
18377,conv,304820,288,974.0,veg,"[[""veg"", 695, 251439], [""veg"", 1841, 260956], [""veg"", 1729, 281654], [""veg"", 1729, 282377], [""veg"", 5, 289311], [""meat"", 1061, 291338], [""veg"", 1071, 291392], [""veg"", 1379, 300107], [""veg"", 974, 304820]]"
18378,conv,304822,1647,750.0,veg,"[[""veg"", 388, 267444], [""veg"", 750, 271164], [""veg"", 750, 271433], [""veg"", 504, 281254], [""veg"", 388, 282517], [""veg"", 750, 291050], [""veg"", 750, 291289], [""veg"", 388, 293351], [""veg"", 750, 304822]]"
18379,rev,304829,1377,,,
18380,conv,304832,1911,676.0,meat,"[[""veg"", 638, 274628], [""veg"", 638, 276784], [""veg"", 183, 278869], [""veg"", 183, 284498], [""meat"", 676, 288365], [""veg"", 676, 293968], [""meat"", 183, 294713], [""veg"", 638, 302916], [""meat"", 676, 304832]]"
18381,conv,304845,407,720.0,veg,"[[""meat"", 8, 279119], [""veg"", 8, 281778], [""veg"", 8, 283063], [""meat"", 132, 291560], [""meat"", 485, 296572], [""meat"", 485, 299451], [""meat"", 720, 299750], [""veg"", 132, 303248], [""veg"", 720, 304845]]"
18382,rev,304850,739,,,
18383,conv,304851,1706,367.0,meat,"[[""veg"", 367, 285129], [""veg"", 367, 288047], [""veg"", 367, 288845], [""veg"", 367, 292895], [""veg"", 367, 293775], [""veg"", 367, 295483], [""veg"", 449, 298998], [""meat"", 367, 300072], [""meat"", 367, 304851]]"
18384,rev,304857,1487,,,
18385,conv,304859,491,390.0,veg,"[[""veg"", 1553, 268076], [""meat"", 1464, 268533], [""meat"", 1464, 280171], [""veg"", 1553, 286105], [""veg"", 489, 287095], [""veg"", 1553, 290373], [""veg"", 390, 292275], [""veg"", 1553, 301092], [""veg"", 390, 304859]]"
18386,rev,304870,1950,,,
18387,conv,304873,1613,418.0,meat,"[[""veg"", 1142, 253601], [""meat"", 700, 259716], [""veg"", 700, 267115], [""veg"", 101, 274262], [""veg"", 3, 274688], [""veg"", 101, 280008], [""meat"", 101, 284434], [""veg"", 700, 295549], [""meat"", 418, 304873]]"
18388,rev,304892,1679,,,
18389,rev,304893,1837,,,
18390,rev,304894,1428,,,
18391,conv,304898,1837,1329.0,veg,"[[""meat"", 837, 257470], [""veg"", 1329, 269357], [""veg"", 1329, 271426], [""veg"", 29, 275048], [""meat"", 133, 289705], [""veg"", 1329, 303253], [""veg"", 133, 304771], [""veg"", 133, 304893], [""veg"", 1329, 304898]]"
18392,conv,304900,1711,1466.0,meat,"[[""meat"", 1466, 273040], [""veg"", 1354, 274708], [""meat"", 95, 277705], [""meat"", 95, 278619], [""veg"", 864, 279861], [""veg"", 101, 288641], [""veg"", 864, 300200], [""meat"", 95, 302790], [""meat"", 1466, 304900]]"
18393,rev,304905,1355,,,
18394,rev,304921,1235,,,
18395,rev,304925,231,,,
18396,conv,304927,791,819.0,veg,"[[""meat"", 45, 283767], [""meat"", 45, 286629], [""meat"", 304, 288404], [""veg"", 194, 291191], [""meat"", 80, 291855], [""meat"", 80, 292803], [""veg"", 819, 299576], [""veg"", 80, 304126], [""veg"", 819, 304927]]"
18397,conv,304932,427,15.0,veg,"[[""veg"", 15, 254665], [""veg"", 1715, 255979], [""veg"", 1715, 256323], [""veg"", 31, 257914], [""veg"", 15, 265038], [""veg"", 1715, 274173], [""meat"", 321, 275626], [""meat"", 31, 304643], [""veg"", 15, 304932]]"
18398,rev,304933,1065,,,
18399,rev,304938,1755,,,
18400,conv,304940,1309,1041.0,veg,"[[""veg"", 1041, 273974], [""meat"", 76, 283361], [""veg"", 653, 289584], [""meat"", 76, 293487], [""veg"", 1041, 297846], [""veg"", 1041, 298113], [""veg"", 653, 299729], [""veg"", 1041, 302383], [""veg"", 1041, 304940]]"
18401,conv,304941,1023,6.0,veg,"[[""veg"", 76, 289075], [""veg"", 6, 289170], [""veg"", 76, 289361], [""veg"", 76, 289622], [""veg"", 6, 290590], [""veg"", 610, 299858], [""veg"", 76, 303426], [""veg"", 6, 304199], [""veg"", 6, 304941]]"
18402,conv,304953,1773,1327.0,veg,"[[""veg"", 9, 257664], [""veg"", 170, 262617], [""veg"", 170, 264049], [""veg"", 170, 268051], [""meat"", 1013, 275460], [""veg"", 170, 276440], [""veg"", 1327, 279057], [""veg"", 9, 301785], [""veg"", 1327, 304953]]"
18403,conv,304963,78,1462.0,veg,"[[""meat"", 502, 240500], [""veg"", 1325, 249504], [""veg"", 1894, 264530], [""veg"", 201, 269748], [""meat"", 147, 272055], [""veg"", 1325, 297532], [""veg"", 1852, 299685], [""veg"", 1462, 303137], [""veg"", 1462, 304963]]"
18404,rev,304964,1584,,,
18405,conv,304966,231,1235.0,meat,"[[""veg"", 0, 290397], [""meat"", 29, 292578], [""veg"", 0, 294839], [""meat"", 29, 298020], [""veg"", 1235, 302983], [""veg"", 98, 304234], [""veg"", 269, 304773], [""meat"", 1908, 304925], [""meat"", 1235, 304966]]"
18406,conv,304979,66,830.0,veg,"[[""meat"", 45, 260678], [""veg"", 830, 266851], [""veg"", 582, 286208], [""veg"", 923, 287785], [""veg"", 6, 293866], [""veg"", 996, 296398], [""veg"", 589, 298632], [""meat"", 52, 298769], [""veg"", 830, 304979]]"
18407,rev,304981,1508,,,
18408,conv,304986,475,596.0,meat,"[[""meat"", 4, 257748], [""meat"", 4, 259181], [""veg"", 291, 262427], [""veg"", 596, 264019], [""veg"", 596, 295905], [""veg"", 596, 296695], [""veg"", 764, 296926], [""veg"", 291, 298077], [""meat"", 596, 304986]]"
18409,conv,304991,977,418.0,meat,"[[""meat"", 1991, 271171], [""veg"", 156, 284233], [""meat"", 538, 287761], [""meat"", 1723, 292836], [""veg"", 81, 297632], [""veg"", 81, 300186], [""veg"", 156, 300686], [""veg"", 183, 304547], [""meat"", 418, 304991]]"
18410,rev,304993,1019,,,
18411,conv,305000,1209,58.0,veg,"[[""meat"", 58, 248693], [""meat"", 116, 251876], [""meat"", 58, 253127], [""meat"", 116, 263294], [""veg"", 58, 288089], [""veg"", 119, 301475], [""meat"", 116, 302669], [""veg"", 119, 303864], [""veg"", 58, 305000]]"
18412,rev,305005,1523,,,
18413,conv,305009,1548,265.0,veg,"[[""veg"", 1072, 282309], [""veg"", 13, 293964], [""veg"", 13, 294441], [""veg"", 1072, 295270], [""meat"", 265, 297832], [""veg"", 133, 298357], [""veg"", 1072, 302177], [""veg"", 1072, 302796], [""veg"", 265, 305009]]"
18414,conv,305010,1018,1053.0,veg,"[[""meat"", 1053, 275252], [""meat"", 50, 280334], [""veg"", 794, 290478], [""veg"", 794, 293635], [""meat"", 50, 296868], [""veg"", 4, 297542], [""meat"", 218, 298300], [""veg"", 794, 301203], [""veg"", 1053, 305010]]"
18415,conv,305015,445,36.0,veg,"[[""veg"", 153, 262734], [""meat"", 19, 286711], [""veg"", 845, 291621], [""veg"", 845, 292827], [""meat"", 19, 296113], [""veg"", 845, 298080], [""veg"", 36, 298184], [""veg"", 36, 300543], [""veg"", 36, 305015]]"
18416,conv,305018,783,4.0,veg,"[[""veg"", 105, 274785], [""veg"", 237, 275220], [""meat"", 15, 282061], [""veg"", 4, 289079], [""veg"", 105, 289278], [""meat"", 15, 291668], [""veg"", 151, 292740], [""veg"", 4, 298559], [""veg"", 4, 305018]]"
18417,conv,305027,1895,1953.0,veg,"[[""veg"", 8, 274103], [""veg"", 1953, 281313], [""meat"", 8, 287219], [""veg"", 1097, 289453], [""veg"", 1953, 289468], [""meat"", 720, 290661], [""veg"", 1097, 293954], [""veg"", 1953, 302997], [""veg"", 1953, 305027]]"
18418,rev,305032,1711,,,
18419,conv,305061,603,324.0,meat,"[[""veg"", 161, 268078], [""veg"", 647, 272550], [""veg"", 12, 279167], [""veg"", 352, 281593], [""meat"", 647, 282295], [""veg"", 352, 298894], [""veg"", 161, 302599], [""veg"", 352, 304512], [""meat"", 324, 305061]]"
18420,rev,305065,825,,,
18421,rev,305074,1837,,,
18422,rev,305080,295,,,
18423,conv,305092,341,57.0,meat,"[[""meat"", 1358, 276119], [""veg"", 619, 277077], [""veg"", 912, 283868], [""veg"", 619, 284807], [""meat"", 127, 294139], [""meat"", 235, 296281], [""veg"", 1302, 300113], [""veg"", 912, 304637], [""meat"", 57, 305092]]"
18424,rev,305095,995,,,
18425,conv,305110,8,1895.0,veg,"[[""veg"", 1175, 255189], [""veg"", 1287, 265651], [""meat"", 249, 271150], [""veg"", 557, 271571], [""veg"", 28, 273562], [""meat"", 9, 277460], [""veg"", 869, 280241], [""veg"", 22, 287159], [""veg"", 1895, 305110]]"
18426,rev,305118,137,,,
18427,conv,305124,684,0.0,veg,"[[""veg"", 734, 283441], [""veg"", 680, 285319], [""veg"", 680, 285460], [""meat"", 523, 289165], [""veg"", 0, 290310], [""veg"", 0, 293545], [""veg"", 680, 294138], [""veg"", 0, 296480], [""veg"", 0, 305124]]"
